Query,URI,Title,Definition,Synonyms,Parent_URI,Children
Sport,http://id.who.int/icd/entity/2107869925,Individual water sports,,,,[]
Sport,http://id.who.int/icd/entity/691848837,Other specified sports projectile,,,,[]
Sport,http://id.who.int/icd/entity/1641526172,Ball used in sport,,,,[]
Sport,http://id.who.int/icd/entity/564172108,Wheeled motor sports,,,,[]
Sport,http://id.who.int/icd/entity/1397870540,Racquet sports,,,,[]
Sport,http://id.who.int/icd/entity/416823308,Adventure sports,,,,[]
Sport,http://id.who.int/icd/entity/1888920795,Acrobatic sports,,,,[]
Sport,http://id.who.int/icd/entity/1582350237,Type of sport or exercise activity,,,,[]
Sport,http://id.who.int/icd/entity/166276439,Striking against or struck by sports equipment,,striking against or struck by sports equipment causing accidental injury; struck by sports equipment,,[]
Sport,http://id.who.int/icd/entity/1098630529,Net for sports or exercise,,,,[]
Sport,http://id.who.int/icd/entity/1060731218,Sports and athletics area,,,,[]
Sport,http://id.who.int/icd/entity/914944396,Wheeled non-motored sports,,,,[]
Sport,http://id.who.int/icd/entity/257085541,Team water sports,,,,[]
Sport,http://id.who.int/icd/entity/2004860327,Toy sports equipment,,,,[]
Sport,http://id.who.int/icd/entity/1148824332,Target or precision sports,,,,[]
Sport,http://id.who.int/icd/entity/1155213221,Ice or snow sports,,,,[]
Sport,http://id.who.int/icd/entity/1730679517,Phase of sport or exercise activity,,,,[]
Sport,http://id.who.int/icd/entity/553785829,Team ball sports,,,,[]
Sport,http://id.who.int/icd/entity/1743105655,About sports and other leisure,,,,[]
Sport,http://id.who.int/icd/entity/367859252,Multidiscipline sports,,,,[]
Sport,http://id.who.int/icd/entity/314906654,Routine general health check-up of sports teams,,medical examination of sports teams; medical examination of athletes; screening for chromosomal abnormalities in athletes,,[]
Sport,http://id.who.int/icd/entity/735858112,"Type of sport or exercise activity, fishing",,,,[]
Sport,http://id.who.int/icd/entity/1098038036,Outdoor sporting grounds,,,,[]
Sport,http://id.who.int/icd/entity/821249273,"Sports, recreation or leisure activity",,"sports or leisure activities whether undertaken for pleasure, fitness or adventure",,[]
Sport,http://id.who.int/icd/entity/571191390,Aspects of sports injury events,,,,[]
Sport,http://id.who.int/icd/entity/1282434979,"Type of sport or exercise activity, walking",,,,[]
Sport,http://id.who.int/icd/entity/1308980224,"type of sport/exercise activity, diving - unspecified",,,,[]
Sport,http://id.who.int/icd/entity/1542656025,"Type of sport or exercise activity, curling",,,,[]
Sport,http://id.who.int/icd/entity/1485654559,"Type of sport or exercise activity, boxing",,,,[]
Sport,http://id.who.int/icd/entity/258281519,"Type of sport or exercise activity, scootering",,,,[]
Sport,http://id.who.int/icd/entity/2013926996,Indoor sporting hall,,,,[]
Sport,http://id.who.int/icd/entity/1269620108,"Type of sport or exercise activity, mountaineering",,,,[]
Sport,http://id.who.int/icd/entity/1642088291,"Type of sport or exercise activity, canoeing",,,,[]
Sport,http://id.who.int/icd/entity/1487871708,Hand-held sports equipment,,,,[]
Sport,http://id.who.int/icd/entity/1888981680,Sports mat for playing sports or exercise,,,,[]
Sport,http://id.who.int/icd/entity/1381305252,"Type of sport or exercise activity, marching",,,,[]
Sport,http://id.who.int/icd/entity/233733394,"Ball, general, other than sport specific",,,,[]
Sport,http://id.who.int/icd/entity/1798153956,"Type of sport or exercise activity, dancing",,,,[]
Sport,http://id.who.int/icd/entity/1044352613,"Type of sport or exercise activity, tennis",,,,[]
Sport,http://id.who.int/icd/entity/623479488,"Type of sport or exercise activity, snowmobiling",,,,[]
Sport,http://id.who.int/icd/entity/1879078429,Personal countermeasures in sport or exercise,,,,[]
Sport,http://id.who.int/icd/entity/512696487,"Type of sport or exercise activity, water tubing",,,,[]
Sport,http://id.who.int/icd/entity/1336225503,"Type of sport or exercise activity, fencing",,,,[]
Sport,http://id.who.int/icd/entity/116579896,"Type of sport or exercise activity, darts",,,,[]
Sport,http://id.who.int/icd/entity/1288623333,"Type of sport or exercise activity, squash",,,,[]
Wellness,http://id.who.int/icd/entity/1860796142,Eosinophilic cellulitis,"Eosinophilic cellulitis (Wells syndrome) is characterised by a distinctive clinical picture resembling cellulitis, and a typical histology with tissue eosinophilia, oedema and ‘flame’ figures (clusters of eosinophils and histiocytes around a core of collagen and eosinophilic debris). It can affect either sex, usually in adult life. Any site may be involved, with single or multiple lesions, and recurrences are common. Initially, the lesions are itchy erythematous plaques with features resembling both urticaria and cellulitis but bullous and nodular forms have also been described. It may arise spontaneously but a number of drugs and infections have been implicated.",Wells' syndrome,,[]
Wellness,http://id.who.int/icd/entity/2023608436,Grade I,Well differentiated,"Differentiated, NOS; Well differentiated; Low grade; Grade 1",,[]
Wellness,http://id.who.int/icd/entity/810788589,Health supervision or care of other healthy infant or child,,child in care; healthy infant receiving care; well-baby care,,[]
Wellness,http://id.who.int/icd/entity/1983358487,Muckle-Wells syndrome,"Muckle-Wells syndrome (MWS) is an autoinflammatory syndrome characterised by chronic recurrent urticaria, periodic arthritis, sensorineural deafness, general signs of inflammation and secondary amyloidosis (AA type).",Urticaria - deafness - amyloidosis,,[]
Wellness,http://id.who.int/icd/entity/604338977,"Follicular adenocarcinoma, well differentiated",,"Follicular carcinoma, well differentiated",,[]
Wellness,http://id.who.int/icd/entity/367567172,Follicular carcinoma of thyroid gland,"A differentiated adenocarcinoma arising from the follicular cells of the thyroid gland. The nuclear features which characterise the thyroid gland papillary carcinoma are absent. Radiation exposure is a risk factor and it comprises approximately 10% to 15% of thyroid cancers. Clinically, it usually presents as a solitary mass in the thyroid gland. It is generally unifocal and thickly encapsulated and shows invasion of the capsule or the vessels. Diagnostic procedures include: thyroid ultrasound and fine needle biopsy.",follicular carcinoma of unspecified site; follicular thyroid carcinoma; moderately differentiated follicular carcinoma of thyroid gland; pure follicle carcinoma of thyroid gland; pure follicle follicular carcinoma of unspecified site; pure follicular carcinoma of thyroid gland; trabecular follicular carcinoma of thyroid gland; trabecular follicular carcinoma of unspecified site; well differentiated follicular carcinoma of unspecified site; well differentiated follicular carcinoma of thyroid gland,,[]
Wellness,http://id.who.int/icd/entity/1619607309,"Thymoma, type B3",,"Thymoma, epithelial; Well differentiated thymic carcinoma; Thymoma, atypical",,[]
Wellness,http://id.who.int/icd/entity/654289190,"Well differentiated lipomatous tumour, primary site",,Atypical liposarcoma,,[]
Wellness,http://id.who.int/icd/entity/453104436,Problem with behaviours related to psychological health or wellbeing,,,,[]
Wellness,http://id.who.int/icd/entity/1592782472,Well differentiated endocrine neoplasm of corpus uteri,,,,[]
Wellness,http://id.who.int/icd/entity/330008133,"Sertoli-Leydig cell tumour, well differentiated",,,,[]
Wellness,http://id.who.int/icd/entity/1427663737,Healthy person accompanying sick person,,well person accompanying sick person,,[]
Wellness,http://id.who.int/icd/entity/1835724484,Well differentiated tumor of uncertain malignant potential,,,,[]
Wellness,http://id.who.int/icd/entity/1579637011,Muckle Wells Syndrome with amyloidosis,,,,[]
Wellness,http://id.who.int/icd/entity/1509102037,"Neuroendocrine carcinoma, well-differentiated",,,,[]
Wellness,http://id.who.int/icd/entity/801757968,Well differentiated papillary mesothelioma,,Mesothelial papilloma,,[]
Wellness,http://id.who.int/icd/entity/2121929861,"Liposarcoma, well differentiated",,"Liposarcoma, differentiated; Lipoma-like liposarcoma; Liposarcoma, well differentiated, NOS",,[]
Wellness,http://id.who.int/icd/entity/1242903814,Follicular adenocarcinoma of thyroid gland,,follicular adenocarcinoma of unspecified site; moderately differentiated follicular adenocarcinoma of thyroid gland; moderately differentiated follicular adenocarcinoma of unspecified site; trabecular follicular adenocarcinoma of thyroid gland; trabecular follicular adenocarcinoma of unspecified site; well differentiated follicular adenocarcinoma of thyroid gland; well differentiated follicular adenocarcinoma of unspecified site,,[]
Wellness,http://id.who.int/icd/entity/1986226456,Muckle Wells Syndrome with neurosensorial hearing loss,,,,[]
Wellness,http://id.who.int/icd/entity/400683132,B-cell chronic lymphocytic leukaemia/small lymphocytic lymphoma,,"Chronic lymphatic leukaemia; Chronic lymphocytic leukaemia; Chronic lymphocytic leukaemia, B-cell type; Chronic lymphoid leukaemia; Malignant lymphoma, lymphocytic, NOS; Malignant lymphoma, lymphocytic, diffuse, NOS; Malignant lymphoma, small cell, NOS; Malignant lymphoma, small lymphocytic, NOS; Malignant lymphoma, lymphocytic, well differentiated, diffuse; Malignant lymphoma, small cell diffuse; Malignant lymphoma, small lymphocytic, diffuse",,[]
Wellness,http://id.who.int/icd/entity/728126881,"Follicular lymphoma, grade 3",,"Malignant lymphoma, large cell, follicular, NOS; Malignant lymphoma, noncleaved cell, follicular, NOS; Follicular lymphoma, grade 3A; Follicular lymphoma, grade 3B; Malignant lymphoma, centroblastic, follicular; Malignant lymphoma, histiocytic, nodular; Malignant lymphoma, large cell, noncleaved, follicular; Malignant lymphoma, large cleaved cell, follicular; Malignant lymphoma, lymphocytic, well differentiated, nodular",,[]
Wellness,http://id.who.int/icd/entity/1847093418,Other well-defined immunodeficiency syndromes due to defects in adaptive immunity,"This refers to other defects in the highly specialized, systemic cells and processes that eliminate or prevent pathogen growth.",,,[]
Wellness,http://id.who.int/icd/entity/2004515128,Well-differentiated thymic neuroendocrine carcinoma,,,,[]
Wellness,http://id.who.int/icd/entity/771870004,Atypical lipomatous tumour,,"Atypical lipoma; Liposarcoma, well differentiated, superficial",,[]
Wellness,http://id.who.int/icd/entity/163238540,"Body of water, man-made well, dug well for underground water",,,,[]
Wellness,http://id.who.int/icd/entity/1283757172,Other well-defined immunodeficiency syndromes due to defects in innate immunity,,,,[]
Wellness,http://id.who.int/icd/entity/438247237,Well differentiated papillary mesothelioma of pleura,,,,[]
Wellness,http://id.who.int/icd/entity/482030856,Well differentiated papillary mesothelioma of the pleura,,,,[]
Wellness,http://id.who.int/icd/entity/316501599,Intraosseous well differentiated osteosarcoma,,Intraosseous low grade osteosarcoma,,[]
Wellness,http://id.who.int/icd/entity/516478127,Keratoacanthoma,"Keratoacanthoma is a relatively common keratinocytic epidermal tumour which shows resemblances to squamous cell carcinoma of the skin, from which it may be difficult to distinguish either clinically or histopathologically. It is characterised by rapid growth over a few weeks to months, followed by spontaneous resolution over 4-6 months. Because it is not possible to predict its benign behaviour with complete certainty during its initial growth phase, the designation ""Well-differentiated squamous cell carcinoma (keratoacanthoma type)"" is also used.",KA - [keratoacanthoma]; Well-differentiated squamous cell carcinoma (keratoacanthoma type),,[]
Cultural,http://id.who.int/icd/entity/1652814217,Acculturation difficulty,Problems resulting from the inability to adjust to a different culture or environment.,acculturation problem; cultural shock; social migrant difficulty; migration; cultural deprivation; social transplantation,,[]
Cultural,http://id.who.int/icd/entity/582699162,Arts and culture,"Engaging in, or appreciating, fine arts or cultural events, such as going to the theatre, cinema, museum or art gallery, or acting in a play, reading, being read to, dancing, singing or playing a musical instrument for enjoyment.",Engaging in arts and culture,,[]
Cultural,http://id.who.int/icd/entity/646401219,Diagnosis confirmed by culture,,,,[]
Cultural,http://id.who.int/icd/entity/1541925958,Positive sputum culture,,,,[]
Cultural,http://id.who.int/icd/entity/5542181,Positive throat culture,,,,[]
Cultural,http://id.who.int/icd/entity/1847296334,Non-cultural public building,,,,[]
Cultural,http://id.who.int/icd/entity/462621464,Problems associated with social or cultural environment,,social environment problem,,[]
Cultural,http://id.who.int/icd/entity/1788816520,"Abnormal microbiological findings in specimens from other organs, systems and tissues",,"positive wound culture; Positive culture findings on specimen from other organs, systems and tissue",,[]
Cultural,http://id.who.int/icd/entity/87178261,Aetiological considerations associated with cultural factors,"This category should be assigned when, in the clinician’s judgment, cultural factors are important contributing factors to the Sexual Dysfunction or Sexual Pain Disorder. Cultural factors may influence expectations or provoke inhibitions about the experience of sexual pleasure or other aspects of sexual activity. Other examples include strong culturally shared beliefs about sexual expression, for example a belief that loss of semen can lead to weakness, disease or death.",,,[]
Cultural,http://id.who.int/icd/entity/2116727174,Positive culture from nose,,,,[]
Cultural,http://id.who.int/icd/entity/753355737,"Products and technology for culture, recreation and sport","Equipment, products and technology used for the conduct and enhancement of cultural, recreational and sporting activities, including those adapted or specially designed.",,,[]
Cultural,http://id.who.int/icd/entity/1231726668,"Recreational area, cultural area, or public building",,,,[]
Cultural,http://id.who.int/icd/entity/1689921314,Positive culture findings in cerebrospinal fluid,,,,[]
Cultural,http://id.who.int/icd/entity/251900705,Abnormal findings on microbiological examination of urine,,Positive culture findings in urine sample NEC,,[]
Cultural,http://id.who.int/icd/entity/347504813,"Tuberculosis of lung, confirmed by culture only","This is a common, and in many cases lethal, infectious disease of the lung caused by various strains of mycobacteria, usually Mycobacterium tuberculosis. This diagnosis is confirmed by culture only.",pulmonary tuberculosis confirmed by culture only,,[]
Cultural,http://id.who.int/icd/entity/49960777,"General products and technology for culture, recreation and sport","Equipment, products and technology used for the conduct and enhancement of cultural, recreational and sporting activities, not adapted or specially designed.",,,[]
Cultural,http://id.who.int/icd/entity/366097289,"Assistive products and technology for culture, recreation and sport","Adapted or specially designed equipment, products and technology used for the conduct and enhancement of cultural, recreational and sporting activities, such as modified mobility devices for sports, adaptations for musical and other artistic performance.",,,[]
Cultural,http://id.who.int/icd/entity/954415029,Abnormal microbiological findings in specimens from female genital organs,,Positive culture findings in specimens from female genital organs,,[]
Cultural,http://id.who.int/icd/entity/1453585404,"Proximal risk factors for intentional self-harm, Cultural issue",,,,[]
Cultural,http://id.who.int/icd/entity/605814582,Abnormal microbiological findings in specimens from male genital organs,,Positive culture findings in specimens from male genital organs,,[]
Cultural,http://id.who.int/icd/entity/962893707,Abnormal microbiological findings in specimens from respiratory organs and thorax,,Positive culture findings in specimens from respiratory organs and thorax,,[]
Cultural,http://id.who.int/icd/entity/1912425785,"Tuberculosis of lung, confirmed by sputum microscopy with or without culture","This is a common, and in many cases lethal, infectious disease of the lung caused by various strains of mycobacteria, usually Mycobacterium tuberculosis. This diagnosis is confirmed by sputum microscopy with or without culture.",pulmonary tuberculosis confirmed by sputum microscopy with or without culture,,[]
Cultural,http://id.who.int/icd/entity/2108738441,Positive culture findings in specimens from digestive organs and abdominal cavity,,,,[]
Cultural,http://id.who.int/icd/entity/986641523,Tuberculous fibrosis of lung confirmed by sputum microscopy with or without culture,,,,[]
Cultural,http://id.who.int/icd/entity/426795985,Migration and difficulty adjusting to a new culture,,,,[]
Cultural,http://id.who.int/icd/entity/69785147,Tuberculous pneumonia confirmed by sputum microscopy with or without culture,,,,[]
Cultural,http://id.who.int/icd/entity/1686445200,Tuberculous bronchiectasis confirmed by sputum microscopy with or without culture,,,,[]
Cultural,http://id.who.int/icd/entity/605888121,Tuberculous pneumothorax confirmed by sputum microscopy with or without culture,,,,[]
Cultural,http://id.who.int/icd/entity/874180796,"Context of assault, altercation about personally-held views regarding cultural issues",,,,[]
Medical,http://id.who.int/icd/entity/665123902,Drugs,"Any natural or human-made object or substance gathered, processed or manufactured for medicinal purposes, such as allopathic and naturopathic medication.",Medication,,[]
Medical,http://id.who.int/icd/entity/3669619,Medical air,,,,[]
Medical,http://id.who.int/icd/entity/1823404060,Medical gases,,,,[]
Medical,http://id.who.int/icd/entity/1644130310,Explanation of medication,,,,[]
Medical,http://id.who.int/icd/entity/1987210192,General adult medical examination,Encounter for periodic examination (annual) (physical) and any associated laboratory and radiologic examinations on adult.,"adult health checkup; check-up adult; general adult health examination; health check-up, adult NOS; adult medical examination; annual health examination; periodic adult medical examination; periodic adult physical examination; adult general health checkup",,[]
Medical,http://id.who.int/icd/entity/88691851,Personal history of medical treatment,,history of medical treatment,,[]
Medical,http://id.who.int/icd/entity/1736175834,Autonomic dysfunction due to medications,,,,[]
Medical,http://id.who.int/icd/entity/1577416036,Drug-induced myoclonus,"Sudden, involuntary twitching or jerking of a muscle or group of muscles due to drug use.",medicament-induced myoclonus,,[]
Medical,http://id.who.int/icd/entity/1304962002,Medical service area,,,,[]
Medical,http://id.who.int/icd/entity/1718110433,Occupational health examination,,occupational health check-up; occupational medical examination,,[]
Medical,http://id.who.int/icd/entity/151326098,Examination for participation in sport,,medical examination for participation in sport; sport medical examination,,[]
Medical,http://id.who.int/icd/entity/102709764,Drug-induced cytopenia,"Drug-induced cytopenia is a relatively common immune-mediated cytopenia and the target cells include erythrocytes, leukocytes, platelets and hematopoietic precursor cells in the marrow. The most frequent condition is the drug-induced immune thrombocytopenia and the most frequent implicated drugs are penicillin and structurally related drugs, quinine, quinidine, sulfonamide antibiotics, non-steroidal anti-inflammatory drugs and anticonvulsants.",medicament-induced cytopenia,,[]
Medical,http://id.who.int/icd/entity/798498591,Failed medical induction of labour,A condition characterised by a failed attempt to stimulate contractions pharmacologically before the spontaneous onset of labour. This condition may occur with or without ruptured membranes.,failed medical induction,,[]
Medical,http://id.who.int/icd/entity/1913292067,Drug-induced hypomelanosis,"Focal or generalised loss of epidermal pigment attributable to pharmacologically active topical or systemical agent. This may be intentional with topical use of hydroquinone or monobenzylether of hydroquinone used with the intention of reducing skin pigmentation temporarily or permanently respectively. It is a rare side effect of chloroquine and hydroxychloroquine and has been described with the tyrosine kinase inhibitor, imatinib.",medicament-induced hypomelanosis,,[]
Medical,http://id.who.int/icd/entity/939513521,Drug-induced oral conditions,,medicament-induced oral conditions,,[]
Medical,http://id.who.int/icd/entity/2084384481,Drug-induced bone dysplasia,,medicament-induced bone dysplasia,,[]
Medical,http://id.who.int/icd/entity/646684691,Detergent external medication,,Detergent local; Detergent medicinal,,[]
Medical,http://id.who.int/icd/entity/1377705785,Drug-induced anal ulceration,"Anal ulceration attributable to drug treatment, typically with the anti-anginal agent, nicorandil. It presents with anal pain.",medicament-induced anal ulceration,,[]
Medical,http://id.who.int/icd/entity/972928014,Encounter for adoption services,Encounter to provide pre or post-adoption services to assist prospective adoptive parents in making an informed decision prior to adoption or to address the medical history and current health of the child and provide parental guidance,adoption medical examination; general medical examination for adoption; pre adoption examination; examination for adoption,,[]
Medical,http://id.who.int/icd/entity/876980611,Adverse effect medical agent,,side effect; side effect of medical agent,,[]
Medical,http://id.who.int/icd/entity/123068585,Drug-induced Cushing syndrome,,Iatrogenic Cushing syndrome; iatrogenic syndrome of excess cortisol; drug-induced Cushing disease; iatrogenic Cushing disease; medicament-induced Cushing syndrome,,[]
Medical,http://id.who.int/icd/entity/1092603368,Surveillance of contraceptive drugs,,checking of medical contraception; maintenance of contraception; repeat prescription for contraceptive pill or other contraceptive drugs; routine examination for contraceptive maintenance,,[]
Medical,http://id.who.int/icd/entity/314906654,Routine general health check-up of sports teams,,medical examination of sports teams; medical examination of athletes; screening for chromosomal abnormalities in athletes,,[]
Medical,http://id.who.int/icd/entity/216291184,Secondary mood syndrome,"A syndrome characterised by the presence of prominent mood symptoms (i.e., depression, elevated mood, irritability) judged to be a direct pathophysiological consequence of a health condition not classified under mental and behavioural disorders, based on evidence from the history, physical examination, or laboratory findings. The symptoms are not accounted for by delirium or by another mental and behavioural disorder, and are not a psychologically mediated response to a severe medical condition (e.g., depressive symptoms in response to a life-threatening diagnosis). This category should be used in addition to the diagnosis for the presumed underlying disorder or disease when the mood symptoms are sufficiently severe to warrant specific clinical attention.",medical condition causing mood disorder; organic affective disorder; organic bipolar disorder,,[]
Medical,http://id.who.int/icd/entity/471047382,Drug-induced fibrinolytic disorder,,medicament-induced fibrinolytic disorder,,[]
Medical,http://id.who.int/icd/entity/2041404971,Drug-induced oesophageal ulcer,,medicament-induced oesophageal ulcer; ulcer of oesophagus due to ingestion of drugs or medicaments,,[]
Medical,http://id.who.int/icd/entity/510526519,Meningitis due to medication,"Inflammation of the meninges due to medications. The syndrome is clinically characterised by headache, neck stiffness, fever and photophobia. A history of medication use along with the exclusion of other causes of meningitis may aid the diagnosis. Spinal fluid analysis may reveal a lymphocytic pleocytosis and raised protein.",Meningitis secondary to medication,,[]
Medical,http://id.who.int/icd/entity/1419758407,Unavailability or inaccessibility of health care facilities,,unavailability of medical facilities,,[]
Medical,http://id.who.int/icd/entity/1486914773,Drug-induced gastric ulcer,"Medications such as NSAIDs can cause gastric ulcer. Other drugs that may increase the risk of ulceration include potassium chloride, concomitant use of steroids with NSAIDs, bisphosphonates, and mycophenolate mofetil.",medicament-induced gastric ulcer; Toxic gastric ulcer,,[]
Medical,http://id.who.int/icd/entity/489508344,Adverse cutaneous reactions to medication,"This group incorporates not only drug rashes but also other acute and chronic cutaneous and mucocutaneous effects of topical or systemic medicaments, whether conventional or ""alternative"".",,,[]
Medical,http://id.who.int/icd/entity/383104340,"Injury or harm arising from surgical or medical care, not elsewhere classified",,complication of medical procedure not elsewhere classified; Complication of surgery not elsewhere classified,,[]
Medical,http://id.who.int/icd/entity/1651874787,Drug-induced parkinsonism,Parkinsonism due to prescription medications.,other drug-induced secondary parkinsonism; medicament-induced parkinsonism; treatment-induced akathisia,,[]
Medical,http://id.who.int/icd/entity/1141982501,Drug-induced nail abnormalities,Abnormalities of nails or nail growth attributable to drugs.,medicament-induced nail abnormalities,,[]
Medical,http://id.who.int/icd/entity/266489621,Seizures due to medications,Seizure(s) occurring in close temporal association with a drug with epileptogenic potential taken for therapeutic purposes.,"Toxic syndrome with generalised seizures, drug related",,[]
Medical,http://id.who.int/icd/entity/1612144007,Examination for immigration,,medical examination for immigration,,[]
Medical,http://id.who.int/icd/entity/1074517803,Examination for naturalization,,medical examination for naturalization,,[]
Medical,http://id.who.int/icd/entity/1835280399,Drug-induced anastomotic ulcer,Drug-induced anastomotic ulcer is an ulcer at the anastomosis that is caused by drug ingestion. NSAID is considered as one of the risk factors for anastomotic ulcer.,medicament-induced anastomotic ulcer,,[]
Medical,http://id.who.int/icd/entity/1571720446,Drug-induced duodenal ulcer,"Medications such as NSAIDs can cause duodenal ulcer. Other drugs that may increase the risk of ulceration include potassium chloride, concomitant use of steroids with NSAIDs, bisphosphonates, and mycophenolate mofetil.",medicament-induced duodenal ulcer; Toxic duodenal ulcer,,[]
Medical,http://id.who.int/icd/entity/1433065969,Medical device component,"Terms/codes for describing the parts and components which were involved in, or affected by, the medical device adverse event/incident.",,,[]
Medical,http://id.who.int/icd/entity/436964371,Medical gas supply problem,"Problem associated with the facility-supplied medical gases such as medical air, oxygen, nitrous oxide, and nitrogen.",,,[]
Medical,http://id.who.int/icd/entity/1925323459,"Inappropriate stoppage or discontinuation of drug, as mode of injury or harm",,inappropriate interruption of drug; medication incorrectly stopped; medication error due to stopping administration of drug or substance incorrectly,,[]
Medical,http://id.who.int/icd/entity/300740103,Hypersomnia due to a medication or substance,"Hypersomnia due to a medication or substance is characterised by excessive nocturnal sleep, daytime sleepiness, or excessive napping that is attributable to the sedating effects of medications, alcohol, or other psychoactive substances, including withdrawal syndromes (e.g., from stimulants) and is sufficiently severe to constitute an independent focus of clinical attention.

Note: A definitive diagnosis requires use of polysomnography and multiple sleep latency test (MSLT) to rule out other hypersomnolence disorders or other sleep disorders (e.g. obstructive sleep apnea) which might better explain the sleepiness.",Hypersomnia due to substances including medications; Hypersomnolence due to substances including medications,,[]
Medical,http://id.who.int/icd/entity/417566971,Issue of medical certificate,,examination for issue of medical certificate; issue of medical certificate of invalidity; issue of medical certificate of incapacity; issue of medical certificate of fitness; examination for disability determination,,[]
Medical,http://id.who.int/icd/entity/1517114528,Induced abortion,"Induced abortion (also referred to as Artificial termination of pregnancy) is a complete expulsion or extraction from a woman of an embryo or a fetus (irrespective of the duration of the pregnancy), following a deliberate interruption of an ongoing pregnancy by medical or surgical means, which is not intended to result in a live birth. Induced abortions are distinct from cases of spontaneous abortion and stillbirth.",medical abortion; abortion induced for legal indications; abortion induced for medical indications; legal termination of pregnancy; legally induced abortion; legal abortion; Illegal abortion; Nonmedical induced abortion; therapeutic abortion; therapeutic termination of pregnancy; abortion induced for psychiatric indications; artificial termination of pregnancy; APLA - [abortus provocatus lege artis]; legal Interruption of pregnancy,,[]
Medical,http://id.who.int/icd/entity/1162198017,Mode of injury or harm associated with a surgical or other medical procedure,,complication during medical or surgical care; misadventure during medical or surgical care,,[]
Medical,http://id.who.int/icd/entity/1596497122,Drug-induced fever,,drug fever; medicament-induced fever,,[]
Medical,http://id.who.int/icd/entity/1334795038,Drug-induced nail hypertrophy,,medicament-induced nail hypertrophy,,[]
Medical,http://id.who.int/icd/entity/1563414839,Drug-induced nail pigmentation,,medicament-induced nail pigmentation,,[]
Medical,http://id.who.int/icd/entity/1806759593,Medical devices - various,,,,[]
Medical,http://id.who.int/icd/entity/750489718,Drug-induced thyroiditis,"Thyroiditis caused by prescription drugs such as amiodarone, lithium, interferons and cytokines.",drug thyroiditis; medicament-induced thyroiditis; iatrogenic thyroiditis,,[]
Working,http://id.who.int/icd/entity/408498832,Working memory,Mental functions that compare and process information retrieved from both short-term and long-term memory.,Functions involved in working of memory,,[]
Working,http://id.who.int/icd/entity/73014515,Work and employment,,,,[]
Working,http://id.who.int/icd/entity/1107435129,Unpaid work,,"volunteer work; unpaid internship; voluntary work; working solely for non-monetary benefits (e.g. for food, or possible employment in future)",,[]
Working,http://id.who.int/icd/entity/402200913,Difficulty or need for assistance with work activities,,need for assistance with work activities; difficulty with work activities,,[]
Working,http://id.who.int/icd/entity/2071638841,Paid work,,"working for income; working as owner or proprietor of business; paid engagement in sports, recreation or leisure activity",,[]
Working,http://id.who.int/icd/entity/1669952283,Problem associated with uncongenial work,,difficult conditions at work,,[]
Working,http://id.who.int/icd/entity/1394299422,Doing housework,"Managing a household by cleaning the house, washing clothes, using household appliances, storing food and disposing of garbage, such as by sweeping, mopping, washing counters, walls and other surfaces; collecting and disposing of household garbage; tidying rooms, closets and drawers; collecting, washing, drying, folding and ironing clothes; cleaning footwear; using brooms, brushes and vacuum cleaners; using washing machines, dryers and irons.",,,[]
Working,http://id.who.int/icd/entity/1667452226,Repetitive forceful work,,,,[]
Working,http://id.who.int/icd/entity/1965829403,Problem associated with stressful work schedule,,difficult work schedule; problem with work schedule,,[]
Working,http://id.who.int/icd/entity/1620689425,Apprenticeship (work preparation),"Engaging in programmes related to preparation for employment, such as performing the tasks required of an apprenticeship, internship, articling and in-service training.",Engaging in apprenticeship (work preparation),,[]
Working,http://id.who.int/icd/entity/1647137957,Elevated work platform,,,,[]
Working,http://id.who.int/icd/entity/773840633,"Desk, workbench",,,,[]
Working,http://id.who.int/icd/entity/1135343506,Doing housework [WHODAS],,,,[]
Working,http://id.who.int/icd/entity/1468452550,Travelling to or from paid work,,,,[]
Working,http://id.who.int/icd/entity/1513020610,Travelling to or from unpaid work,,,,[]
Working,http://id.who.int/icd/entity/2143871907,"Economic activity, health or social work",,,,[]
Working,http://id.who.int/icd/entity/113426063,Problem associated with relationships with people at work,,discord with boss or workmates,,[]
Working,http://id.who.int/icd/entity/1862165382,Travelling in the course of paid work,,,,[]
Working,http://id.who.int/icd/entity/1666609538,Travelling in the course of unpaid work,,,,[]
Working,http://id.who.int/icd/entity/846512626,Maintaining a job,"Performing job-related tasks to keep an occupation, trade, profession or other form of employment, and obtaining promotion and other advancements in employment.",,,[]
Working,http://id.who.int/icd/entity/1964795960,Allergic occupational asthma,,Asthma exacerbated by work,,[]
Working,http://id.who.int/icd/entity/1632022175,Fishhook used for work-related activity,,,,[]
Working,http://id.who.int/icd/entity/2096473334,Extended periods of work in a kneeling position,,,,[]
Working,http://id.who.int/icd/entity/1987576730,Extended periods of work in a squatting position,,,,[]
Working,http://id.who.int/icd/entity/819952132,Difficulties in daily work or school [WHODAS],"Because of your health condition, in the past 30 days, how much difficulty did you have in your day to day work/school?",,,[]
Working,http://id.who.int/icd/entity/1087886525,Skin manifestations of work-related poisoning,Skin manifestations of systemic exposure to toxic substances and poisons at work. Examples include arsenic and heavy metals.,,,[]
Working,http://id.who.int/icd/entity/1932249380,Difficulty or needs for assistance with work and economic life,,,,[]
Working,http://id.who.int/icd/entity/531421303,"Proximal risk factors for intentional self-harm, Work-related",,,,[]
